日期,大区,产品品类,产品名称,渠道类型,销量,销售额,营销费用
2025-10-28 01:10:51.730346068,华东大区,汽车零部件,轻量化轮毂,线上电商,39,47660.4,5030.42
2025-10-28 03:35:45.309061812,华南大区,医疗耗材,诊断试剂盒,线上电商,99,16128.98,2149.59
2025-10-28 06:00:38.887777556,华东大区,智能硬件,激光传感器,渠道分销,91,27406.48,2900.27
2025-10-28 08:25:32.466493300,华东大区,智能硬件,智能手环V2,线下直销,10,2745.65,285.04
2025-10-28 10:50:26.045209040,华北大区,汽车零部件,轻量化轮毂,渠道分销,52,66665.63,9795.54
2025-10-28 13:15:19.623924784,华南大区,汽车零部件,液压底盘件,线下直销,30,38626.09,3773.33
2025-10-28 15:40:13.202640528,华北大区,汽车零部件,液压底盘件,线下直销,91,114692.37,11885.62
2025-10-28 18:05:06.781356272,华东大区,智能硬件,车载智能模块,线上电商,63,17155.7,1563.93
2025-10-28 20:30:00.360072012,华东大区,智能硬件,激光传感器,线下直销,87,24096.1,3060.0
2025-10-28 22:54:53.938787756,西部大区,汽车零部件,轻量化轮毂,线上电商,87,94945.4,11728.71
2025-10-29 01:19:47.517503500,华东大区,汽车零部件,轻量化轮毂,线下直销,68,75196.59,6217.62
2025-10-29 03:44:41.096219244,华东大区,智能硬件,智能手环V2,线上电商,99,31286.62,3979.22
2025-10-29 06:09:34.674934988,西部大区,汽车零部件,精密齿轮,线下直销,39,48477.85,6927.01
2025-10-29 08:34:28.253650728,华北大区,汽车零部件,精密齿轮,渠道分销,90,99719.99,14711.31
2025-10-29 10:59:21.832366472,西部大区,汽车零部件,轻量化轮毂,线下直销,10,12041.99,1184.05
2025-10-29 13:24:15.411082216,华南大区,医疗耗材,诊断试剂盒,线下直销,99,16272.86,1562.58
2025-10-29 15:49:08.989797960,华南大区,汽车零部件,轻量化轮毂,线下直销,94,108014.62,11025.44
2025-10-29 18:14:02.568513704,华北大区,医疗耗材,诊断试剂盒,线下直销,63,8852.23,945.25
2025-10-29 20:38:56.147229444,华东大区,汽车零部件,液压底盘件,线上电商,24,30529.04,2502.29
2025-10-29 23:03:49.725945188,华东大区,医疗耗材,诊断试剂盒,渠道分销,13,1914.99,198.23
2025-10-30 01:28:43.304660932,华南大区,智能硬件,激光传感器,线下直销,48,15814.46,1921.85
2025-10-30 03:53:36.883376676,华北大区,智能硬件,智能手环V2,渠道分销,90,24342.49,3202.44
2025-10-30 06:18:30.462092416,华东大区,汽车零部件,液压底盘件,线上电商,45,55496.68,5470.18
2025-10-30 08:43:24.040808160,华东大区,智能硬件,智能手环V2,渠道分销,12,3715.86,486.14
2025-10-30 11:08:17.619523904,华南大区,汽车零部件,精密齿轮,线上电商,30,36240.0,5346.72
2025-10-30 13:33:11.198239648,华南大区,汽车零部件,轻量化轮毂,线下直销,46,50547.72,7058.66
2025-10-30 15:58:04.776955392,华南大区,智能硬件,智能手环V2,线上电商,29,9266.99,1179.77
2025-10-30 18:22:58.355671132,华北大区,汽车零部件,液压底盘件,线下直销,51,59850.69,5228.49
2025-10-30 20:47:51.934386876,西部大区,医疗耗材,高分子医用导管,线上电商,95,15086.89,2149.71
2025-10-30 23:12:45.513102620,华南大区,智能硬件,车载智能模块,线上电商,16,4974.35,735.02
2025-10-31 01:37:39.091818364,华南大区,智能硬件,激光传感器,线下直销,37,11875.91,1767.47
2025-10-31 04:02:32.670534108,华北大区,智能硬件,激光传感器,线上电商,90,27219.76,3031.81
2025-10-31 06:27:26.249249848,华东大区,智能硬件,车载智能模块,线上电商,32,10488.61,952.7
2025-10-31 08:52:19.827965592,华东大区,汽车零部件,轻量化轮毂,线下直销,98,115468.32,10238.5
2025-10-31 11:17:13.406681336,华东大区,医疗耗材,高分子医用导管,线上电商,66,9166.82,820.24
2025-10-31 13:42:06.985397080,华东大区,智能硬件,车载智能模块,渠道分销,98,30934.81,3190.26
2025-10-31 16:07:00.564112820,华南大区,医疗耗材,诊断试剂盒,线上电商,80,13006.04,1267.12
2025-10-31 18:31:54.142828564,华北大区,智能硬件,激光传感器,线下直销,60,16239.09,1632.55
2025-10-31 20:56:47.721544308,华东大区,汽车零部件,液压底盘件,线下直销,86,110858.15,14414.58
2025-10-31 23:21:41.300260052,华东大区,医疗耗材,诊断试剂盒,线下直销,67,9692.96,1343.2
2025-11-01 01:46:34.878975796,华北大区,医疗耗材,高分子医用导管,线下直销,96,13845.86,1362.84
2025-11-01 04:11:28.457691536,华南大区,智能硬件,激光传感器,渠道分销,17,5021.78,727.24
2025-11-01 06:36:22.036407280,西部大区,智能硬件,智能手环V2,渠道分销,45,14737.51,1759.66
2025-11-01 09:01:15.615123024,华南大区,医疗耗材,高分子医用导管,渠道分销,11,1611.06,154.78
2025-11-01 11:26:09.193838768,华东大区,智能硬件,激光传感器,线下直销,45,12377.41,1048.96
2025-11-01 13:51:02.772554512,华东大区,智能硬件,车载智能模块,线上电商,69,21673.58,2905.9
2025-11-01 16:15:56.351270252,华南大区,汽车零部件,轻量化轮毂,线下直销,80,94870.07,8586.22
2025-11-01 18:40:49.929985996,西部大区,汽车零部件,精密齿轮,线下直销,19,23812.54,1998.6
2025-11-01 21:05:43.508701740,西部大区,智能硬件,车载智能模块,线下直销,42,13777.28,1435.69
2025-11-01 23:30:37.087417484,华北大区,智能硬件,智能手环V2,线下直销,56,16355.11,1937.23
2025-11-02 01:55:30.666133228,华南大区,汽车零部件,精密齿轮,线下直销,34,38246.33,4742.54
2025-11-02 04:20:24.244848968,华东大区,汽车零部件,轻量化轮毂,线上电商,31,36421.47,5311.6
2025-11-02 06:45:17.823564712,西部大区,医疗耗材,诊断试剂盒,渠道分销,79,10982.72,909.2
2025-11-02 09:10:11.402280456,华东大区,汽车零部件,液压底盘件,线上电商,81,106828.47,9338.9
2025-11-02 11:35:04.980996200,华东大区,汽车零部件,液压底盘件,线上电商,88,109825.93,11688.66
2025-11-02 13:59:58.559711940,华东大区,医疗耗材,诊断试剂盒,线下直销,64,9586.43,1437.55
2025-11-02 16:24:52.138427684,华东大区,医疗耗材,高分子医用导管,线上电商,42,6210.31,625.6
2025-11-02 18:49:45.717143428,华北大区,汽车零部件,轻量化轮毂,渠道分销,44,51266.55,5667.86
2025-11-02 21:14:39.295859172,华东大区,医疗耗材,诊断试剂盒,线下直销,34,5514.44,691.91
2025-11-02 23:39:32.874574916,华东大区,医疗耗材,高分子医用导管,渠道分销,75,10405.88,1515.06
2025-11-03 02:04:26.453290656,华东大区,医疗耗材,高分子医用导管,线上电商,59,8444.41,822.09
2025-11-03 04:29:20.032006400,华东大区,汽车零部件,液压底盘件,渠道分销,52,68222.35,8080.58
2025-11-03 06:54:13.610722144,华东大区,汽车零部件,轻量化轮毂,线上电商,82,101014.45,12841.56
2025-11-03 09:19:07.189437888,华北大区,智能硬件,智能手环V2,线下直销,66,19681.78,1626.37
2025-11-03 11:44:00.768153632,华北大区,智能硬件,激光传感器,线下直销,79,25953.47,3875.22
2025-11-03 14:08:54.346869372,华东大区,医疗耗材,诊断试剂盒,线下直销,90,12857.65,1516.35
2025-11-03 16:33:47.925585116,华东大区,医疗耗材,高分子医用导管,线下直销,69,9873.04,908.19
2025-11-03 18:58:41.504300860,华东大区,智能硬件,车载智能模块,线下直销,76,22178.63,2888.46
2025-11-03 21:23:35.083016604,华北大区,智能硬件,智能手环V2,线下直销,89,28455.63,2671.44
2025-11-03 23:48:28.661732344,西部大区,汽车零部件,液压底盘件,渠道分销,16,20168.7,2677.89
2025-11-04 02:13:22.240448088,华东大区,智能硬件,激光传感器,线下直销,56,15703.97,2052.88
2025-11-04 04:38:15.819163832,华东大区,医疗耗材,高分子医用导管,渠道分销,11,1615.03,189.51
2025-11-04 07:03:09.397879576,华东大区,汽车零部件,精密齿轮,线下直销,38,47283.61,4780.13
2025-11-04 09:28:02.976595320,华东大区,汽车零部件,轻量化轮毂,线上电商,75,94726.91,11642.51
2025-11-04 11:52:56.555311060,华南大区,智能硬件,智能手环V2,线下直销,98,29710.84,4180.26
2025-11-04 14:17:50.134026804,华东大区,智能硬件,车载智能模块,渠道分销,58,16761.82,2349.64
2025-11-04 16:42:43.712742548,华东大区,汽车零部件,精密齿轮,渠道分销,91,99769.36,10353.44
2025-11-04 19:07:37.291458292,西部大区,汽车零部件,精密齿轮,线上电商,36,39603.28,3938.29
2025-11-04 21:32:30.870174036,华东大区,汽车零部件,轻量化轮毂,渠道分销,53,64223.48,6565.91
2025-11-04 23:57:24.448889776,西部大区,汽车零部件,精密齿轮,线下直销,55,65410.33,5840.68
2025-11-05 02:22:18.027605520,华东大区,医疗耗材,诊断试剂盒,渠道分销,55,8322.15,1207.91
2025-11-05 04:47:11.606321264,华南大区,智能硬件,车载智能模块,线上电商,51,15045.92,1672.33
2025-11-05 07:12:05.185037008,华东大区,智能硬件,激光传感器,线下直销,12,3531.41,359.57
2025-11-05 09:36:58.763752748,华南大区,智能硬件,车载智能模块,渠道分销,67,20602.56,2330.8
2025-11-05 12:01:52.342468492,西部大区,汽车零部件,液压底盘件,线上电商,95,114749.61,10157.23
2025-11-05 14:26:45.921184236,华南大区,智能硬件,激光传感器,线下直销,53,15523.5,1709.63
2025-11-05 16:51:39.499899980,华北大区,汽车零部件,轻量化轮毂,线上电商,82,105557.77,13657.97
2025-11-05 19:16:33.078615724,华南大区,医疗耗材,高分子医用导管,线下直销,55,8215.47,721.43
2025-11-05 21:41:26.657331464,华南大区,汽车零部件,液压底盘件,线下直销,42,49484.25,6315.97
2025-11-06 00:06:20.236047208,华南大区,智能硬件,车载智能模块,渠道分销,58,16154.91,1986.29
2025-11-06 02:31:13.814762952,华东大区,医疗耗材,高分子医用导管,渠道分销,56,9197.24,1157.93
2025-11-06 04:56:07.393478696,华东大区,汽车零部件,液压底盘件,线上电商,58,66939.51,5808.09
2025-11-06 07:21:00.972194440,华东大区,汽车零部件,液压底盘件,渠道分销,91,107938.77,10751.68
2025-11-06 09:45:54.550910180,华北大区,智能硬件,智能手环V2,线上电商,34,9620.65,841.99
2025-11-06 12:10:48.129625924,华南大区,汽车零部件,液压底盘件,线上电商,29,33715.82,2949.93
2025-11-06 14:35:41.708341668,华东大区,医疗耗材,诊断试剂盒,渠道分销,33,5253.91,698.68
2025-11-06 17:00:35.287057412,华东大区,智能硬件,智能手环V2,渠道分销,98,29137.85,3906.29
2025-11-06 19:25:28.865773156,华东大区,医疗耗材,诊断试剂盒,渠道分销,88,12942.99,1229.18
2025-11-06 21:50:22.444488896,西部大区,汽车零部件,精密齿轮,线上电商,45,55748.89,8240.68
2025-11-07 00:15:16.023204640,华北大区,汽车零部件,轻量化轮毂,线上电商,11,13720.73,1330.46
2025-11-07 02:40:09.601920384,华北大区,汽车零部件,轻量化轮毂,渠道分销,41,54093.81,5219.24
2025-11-07 05:05:03.180636128,华东大区,医疗耗材,诊断试剂盒,线下直销,51,7766.85,885.9
2025-11-07 07:29:56.759351868,西部大区,智能硬件,激光传感器,线上电商,11,3528.97,400.13
2025-11-07 09:54:50.338067612,华东大区,汽车零部件,精密齿轮,线上电商,42,47020.07,4998.78
2025-11-07 12:19:43.916783356,华东大区,汽车零部件,轻量化轮毂,线下直销,36,40057.93,5745.77
2025-11-07 14:44:37.495499100,华北大区,医疗耗材,高分子医用导管,线上电商,89,12040.8,1298.95
2025-11-07 17:09:31.074214844,华南大区,智能硬件,车载智能模块,线上电商,65,21295.93,2095.92
2025-11-07 19:34:24.652930584,华东大区,智能硬件,激光传感器,线下直销,86,23849.55,2656.3
2025-11-07 21:59:18.231646328,华北大区,智能硬件,智能手环V2,线上电商,65,18850.14,2596.31
2025-11-08 00:24:11.810362072,华东大区,智能硬件,智能手环V2,线上电商,86,27886.45,3425.7
2025-11-08 02:49:05.389077816,华南大区,智能硬件,激光传感器,线下直销,89,24851.71,3368.72
2025-11-08 05:13:58.967793560,华东大区,智能硬件,车载智能模块,渠道分销,59,19088.5,2685.63
2025-11-08 07:38:52.546509300,华东大区,智能硬件,激光传感器,线上电商,73,21673.99,2070.14
2025-11-08 10:03:46.125225044,华东大区,汽车零部件,液压底盘件,线上电商,52,65184.83,5806.07
2025-11-08 12:28:39.703940788,华北大区,智能硬件,车载智能模块,线上电商,20,6557.55,732.86
2025-11-08 14:53:33.282656532,华北大区,智能硬件,激光传感器,线下直销,64,19174.64,2358.26
2025-11-08 17:18:26.861372272,华北大区,智能硬件,智能手环V2,线下直销,76,24113.79,3288.87
2025-11-08 19:43:20.440088016,华南大区,医疗耗材,高分子医用导管,渠道分销,31,5007.63,700.7
2025-11-08 22:08:14.018803760,华南大区,智能硬件,激光传感器,线下直销,56,17240.37,1619.55
2025-11-09 00:33:07.597519504,华南大区,医疗耗材,高分子医用导管,线下直销,80,11851.73,1149.7
2025-11-09 02:58:01.176235248,华南大区,智能硬件,车载智能模块,线下直销,81,25998.22,2439.33
2025-11-09 05:22:54.754950988,华东大区,汽车零部件,轻量化轮毂,渠道分销,25,29429.46,4196.04
2025-11-09 07:47:48.333666732,华东大区,汽车零部件,液压底盘件,线上电商,16,19873.42,2681.84
2025-11-09 10:12:41.912382476,西部大区,智能硬件,激光传感器,线下直销,45,12974.31,1638.63
2025-11-09 12:37:35.491098220,华北大区,汽车零部件,精密齿轮,线上电商,27,34536.7,4747.22
2025-11-09 15:02:29.069813964,华东大区,汽车零部件,精密齿轮,线下直销,85,98158.34,14278.31
2025-11-09 17:27:22.648529704,华东大区,汽车零部件,精密齿轮,渠道分销,18,21641.2,1996.02
2025-11-09 19:52:16.227245448,华北大区,医疗耗材,诊断试剂盒,线下直销,62,9525.05,1385.0
2025-11-09 22:17:09.805961192,华南大区,智能硬件,智能手环V2,线上电商,79,22408.17,2706.14
2025-11-10 00:42:03.384676936,华东大区,智能硬件,智能手环V2,渠道分销,83,24661.74,2433.51
2025-11-10 03:06:56.963392676,西部大区,智能硬件,车载智能模块,线上电商,72,23172.26,1932.06
2025-11-10 05:31:50.542108420,华北大区,汽车零部件,轻量化轮毂,渠道分销,39,48508.18,6542.38
2025-11-10 07:56:44.120824164,西部大区,汽车零部件,液压底盘件,线上电商,90,100891.16,8556.09
2025-11-10 10:21:37.699539908,华东大区,医疗耗材,高分子医用导管,渠道分销,61,8622.83,1186.12
2025-11-10 12:46:31.278255652,西部大区,智能硬件,激光传感器,线下直销,66,20568.15,2040.08
2025-11-10 15:11:24.856971392,华南大区,汽车零部件,轻量化轮毂,线下直销,82,106818.02,9465.72
2025-11-10 17:36:18.435687136,华南大区,智能硬件,智能手环V2,线上电商,21,5755.07,765.38
2025-11-10 20:01:12.014402880,华南大区,汽车零部件,轻量化轮毂,渠道分销,17,22071.91,2629.8
2025-11-10 22:26:05.593118624,华南大区,医疗耗材,高分子医用导管,渠道分销,66,8997.43,1011.16
2025-11-11 00:50:59.171834368,华东大区,智能硬件,车载智能模块,渠道分销,71,22219.15,1941.68
2025-11-11 03:15:52.750550108,西部大区,医疗耗材,诊断试剂盒,线下直销,79,12468.06,1361.92
2025-11-11 05:40:46.329265852,华东大区,汽车零部件,轻量化轮毂,渠道分销,34,38002.56,5374.79
2025-11-11 08:05:39.907981596,华东大区,汽车零部件,精密齿轮,线上电商,82,90881.99,10351.17
2025-11-11 10:30:33.486697340,华东大区,汽车零部件,轻量化轮毂,线下直销,40,48364.82,5565.51
2025-11-11 12:55:27.065413084,华东大区,智能硬件,智能手环V2,线下直销,34,10072.55,1140.68
2025-11-11 15:20:20.644128824,华东大区,汽车零部件,精密齿轮,线下直销,79,100842.08,11643.96
2025-11-11 17:45:14.222844568,华南大区,智能硬件,车载智能模块,线下直销,52,17045.69,2247.57
2025-11-11 20:10:07.801560312,华东大区,智能硬件,车载智能模块,线下直销,48,14043.1,1681.26
2025-11-11 22:35:01.380276056,华东大区,智能硬件,车载智能模块,线下直销,79,23049.82,3424.77
2025-11-12 00:59:54.958991796,华东大区,汽车零部件,液压底盘件,线上电商,47,57673.92,8315.18
2025-11-12 03:24:48.537707540,华北大区,智能硬件,激光传感器,线下直销,87,26548.25,3183.42
2025-11-12 05:49:42.116423284,华南大区,汽车零部件,液压底盘件,线下直销,81,88843.63,12735.95
2025-11-12 08:14:35.695139028,华南大区,智能硬件,激光传感器,线上电商,55,17436.1,2153.71
2025-11-12 10:39:29.273854772,华南大区,智能硬件,激光传感器,线上电商,66,17982.73,2411.3
2025-11-12 13:04:22.852570512,华东大区,智能硬件,激光传感器,线下直销,61,17203.14,2328.76
2025-11-12 15:29:16.431286256,华东大区,智能硬件,智能手环V2,线下直销,65,20727.3,2932.68
2025-11-12 17:54:10.010002000,华南大区,汽车零部件,轻量化轮毂,线下直销,81,100586.46,10902.37
2025-11-12 20:19:03.588717744,华东大区,智能硬件,车载智能模块,线上电商,63,20337.19,2319.73
2025-11-12 22:43:57.167433488,华南大区,智能硬件,智能手环V2,渠道分销,56,17514.42,2479.15
2025-11-13 01:08:50.746149228,华东大区,智能硬件,车载智能模块,线下直销,21,6322.97,566.91
2025-11-13 03:33:44.324864972,华北大区,汽车零部件,精密齿轮,线上电商,75,92277.23,10285.91
2025-11-13 05:58:37.903580716,华东大区,智能硬件,智能手环V2,渠道分销,39,12386.75,1128.78
2025-11-13 08:23:31.482296460,华东大区,智能硬件,激光传感器,渠道分销,14,3937.87,401.55
2025-11-13 10:48:25.061012200,华东大区,汽车零部件,液压底盘件,线上电商,72,89710.41,11838.11
2025-11-13 13:13:18.639727944,华南大区,汽车零部件,液压底盘件,线下直销,54,60821.81,6612.34
2025-11-13 15:38:12.218443688,华北大区,智能硬件,智能手环V2,线下直销,14,4205.41,500.81
2025-11-13 18:03:05.797159432,华南大区,医疗耗材,诊断试剂盒,渠道分销,81,13309.23,1214.6
2025-11-13 20:27:59.375875176,华东大区,智能硬件,智能手环V2,线下直销,18,5618.16,554.66
2025-11-13 22:52:52.954590916,华南大区,智能硬件,激光传感器,渠道分销,62,19060.33,2580.02
2025-11-14 01:17:46.533306660,华东大区,汽车零部件,轻量化轮毂,渠道分销,85,102963.25,9230.68
2025-11-14 03:42:40.112022404,华东大区,汽车零部件,精密齿轮,线下直销,95,105172.43,11528.7
2025-11-14 06:07:33.690738148,华南大区,汽车零部件,轻量化轮毂,渠道分销,55,64820.3,7721.22
2025-11-14 08:32:27.269453892,华东大区,智能硬件,智能手环V2,线下直销,13,3542.53,422.95
2025-11-14 10:57:20.848169632,华北大区,智能硬件,激光传感器,线下直销,75,21353.09,2674.52
2025-11-14 13:22:14.426885376,华东大区,智能硬件,激光传感器,渠道分销,53,16314.03,2310.33
2025-11-14 15:47:08.005601120,华南大区,汽车零部件,精密齿轮,线上电商,97,112469.19,11095.12
2025-11-14 18:12:01.584316864,华东大区,汽车零部件,液压底盘件,线上电商,93,114706.34,15695.99
2025-11-14 20:36:55.163032604,华东大区,智能硬件,激光传感器,渠道分销,86,27506.11,2526.25
2025-11-14 23:01:48.741748348,华东大区,汽车零部件,精密齿轮,线下直销,95,109134.55,14911.11
2025-11-15 01:26:42.320464092,西部大区,智能硬件,激光传感器,线下直销,94,30570.49,3348.02
2025-11-15 03:51:35.899179836,华东大区,医疗耗材,高分子医用导管,线上电商,62,8410.34,758.78
2025-11-15 06:16:29.477895580,华东大区,智能硬件,车载智能模块,线上电商,27,7934.46,1133.64
2025-11-15 08:41:23.056611320,华东大区,汽车零部件,轻量化轮毂,渠道分销,58,66498.66,7481.19
2025-11-15 11:06:16.635327064,华北大区,智能硬件,智能手环V2,线上电商,74,23743.02,2702.84
2025-11-15 13:31:10.214042808,华东大区,汽车零部件,精密齿轮,线下直销,70,75867.74,10211.35
2025-11-15 15:56:03.792758552,华北大区,智能硬件,激光传感器,线上电商,17,5514.78,765.97
2025-11-15 18:20:57.371474296,华南大区,汽车零部件,液压底盘件,线上电商,30,36688.82,4097.88
2025-11-15 20:45:50.950190036,华北大区,汽车零部件,精密齿轮,渠道分销,77,96607.32,13582.96
2025-11-15 23:10:44.528905780,西部大区,汽车零部件,液压底盘件,线下直销,83,103490.82,9682.92
2025-11-16 01:35:38.107621524,西部大区,医疗耗材,高分子医用导管,渠道分销,32,5211.55,477.55
2025-11-16 04:00:31.686337268,华南大区,智能硬件,激光传感器,线上电商,89,28980.61,2836.57
2025-11-16 06:25:25.265053008,华南大区,汽车零部件,轻量化轮毂,渠道分销,23,25749.21,2346.95
2025-11-16 08:50:18.843768752,华北大区,智能硬件,智能手环V2,渠道分销,67,21618.63,3060.44
2025-11-16 11:15:12.422484496,华东大区,汽车零部件,轻量化轮毂,线下直销,14,16890.13,1547.19
2025-11-16 13:40:06.001200240,华东大区,智能硬件,车载智能模块,线下直销,62,19552.72,2504.71
2025-11-16 16:04:59.579915984,华北大区,汽车零部件,轻量化轮毂,渠道分销,90,101838.77,8581.86
2025-11-16 18:29:53.158631724,华北大区,汽车零部件,液压底盘件,线下直销,86,99270.01,9151.68
2025-11-16 20:54:46.737347468,华南大区,智能硬件,激光传感器,线下直销,84,24358.17,2432.79
2025-11-16 23:19:40.316063212,华南大区,智能硬件,激光传感器,线下直销,26,7864.45,941.41
2025-11-17 01:44:33.894778956,华东大区,汽车零部件,精密齿轮,线下直销,96,106875.85,10980.11
2025-11-17 04:09:27.473494700,华南大区,智能硬件,车载智能模块,渠道分销,78,23484.68,3138.97
2025-11-17 06:34:21.052210440,华南大区,智能硬件,智能手环V2,线上电商,76,23959.08,2259.13
2025-11-17 08:59:14.630926184,华东大区,汽车零部件,精密齿轮,渠道分销,93,116666.52,14019.62
2025-11-17 11:24:08.209641928,华东大区,汽车零部件,轻量化轮毂,线下直销,27,33665.32,4457.52
2025-11-17 13:49:01.788357672,华东大区,汽车零部件,液压底盘件,线下直销,14,16295.04,2378.52
2025-11-17 16:13:55.367073416,华东大区,汽车零部件,液压底盘件,渠道分销,74,95619.29,13796.61
2025-11-17 18:38:48.945789156,华东大区,医疗耗材,诊断试剂盒,线上电商,66,9888.69,871.25
2025-11-17 21:03:42.524504900,华北大区,智能硬件,车载智能模块,渠道分销,37,11675.84,1172.75
2025-11-17 23:28:36.103220644,华东大区,医疗耗材,诊断试剂盒,渠道分销,78,12623.81,1066.19
2025-11-18 01:53:29.681936388,华东大区,医疗耗材,高分子医用导管,线下直销,88,13290.66,1802.67
2025-11-18 04:18:23.260652128,西部大区,智能硬件,激光传感器,线下直销,33,9033.43,1323.13
2025-11-18 06:43:16.839367872,华东大区,智能硬件,智能手环V2,线下直销,36,11485.97,1310.61
2025-11-18 09:08:10.418083616,西部大区,汽车零部件,精密齿轮,渠道分销,82,93169.09,7617.06
2025-11-18 11:33:03.996799360,华南大区,智能硬件,激光传感器,渠道分销,84,26625.14,2214.12
2025-11-18 13:57:57.575515104,华北大区,智能硬件,智能手环V2,线下直销,72,22402.89,3272.65
2025-11-18 16:22:51.154230844,西部大区,智能硬件,车载智能模块,渠道分销,68,19082.72,2760.34
2025-11-18 18:47:44.732946588,华北大区,医疗耗材,诊断试剂盒,渠道分销,44,6593.03,962.0
2025-11-18 21:12:38.311662332,华北大区,智能硬件,车载智能模块,线上电商,11,3120.51,412.94
2025-11-18 23:37:31.890378076,华东大区,智能硬件,激光传感器,线下直销,75,21093.14,3159.21
2025-11-19 02:02:25.469093820,华北大区,医疗耗材,诊断试剂盒,线下直销,47,7518.52,847.76
2025-11-19 04:27:19.047809560,华北大区,医疗耗材,高分子医用导管,线上电商,99,13918.34,1998.73
2025-11-19 06:52:12.626525304,华东大区,智能硬件,智能手环V2,线下直销,72,20394.88,2511.79
2025-11-19 09:17:06.205241048,华南大区,智能硬件,车载智能模块,渠道分销,97,29014.07,2841.38
2025-11-19 11:41:59.783956792,华东大区,医疗耗材,高分子医用导管,线下直销,12,1972.9,289.95
2025-11-19 14:06:53.362672532,华东大区,汽车零部件,轻量化轮毂,线上电商,10,11144.89,1026.69
2025-11-19 16:31:46.941388276,华东大区,智能硬件,激光传感器,线下直销,53,16095.27,1519.49
2025-11-19 18:56:40.520104020,华南大区,医疗耗材,诊断试剂盒,线下直销,98,16159.44,1459.9
2025-11-19 21:21:34.098819764,华东大区,智能硬件,激光传感器,线上电商,40,12368.68,1497.7
2025-11-19 23:46:27.677535508,华南大区,智能硬件,车载智能模块,渠道分销,14,3864.94,353.56
2025-11-20 02:11:21.256251248,华南大区,智能硬件,激光传感器,渠道分销,93,25681.51,3663.8
2025-11-20 04:36:14.834966992,华东大区,智能硬件,激光传感器,渠道分销,38,10992.51,1191.62
2025-11-20 07:01:08.413682736,华东大区,汽车零部件,液压底盘件,线上电商,64,69813.85,10256.83
2025-11-20 09:26:01.992398480,华东大区,智能硬件,车载智能模块,线下直销,31,9282.7,1152.07
2025-11-20 11:50:55.571114224,华东大区,汽车零部件,精密齿轮,渠道分销,28,31565.98,4726.9
2025-11-20 14:15:49.149829964,华东大区,汽车零部件,精密齿轮,线上电商,73,80670.69,11351.04
2025-11-20 16:40:42.728545708,华东大区,医疗耗材,高分子医用导管,线下直销,51,7650.58,655.03
2025-11-20 19:05:36.307261452,华东大区,汽车零部件,精密齿轮,线上电商,12,13988.13,2080.07
2025-11-20 21:30:29.885977196,华东大区,智能硬件,车载智能模块,线上电商,10,3021.44,440.1
2025-11-20 23:55:23.464692936,华东大区,医疗耗材,诊断试剂盒,渠道分销,29,4090.47,560.42
2025-11-21 02:20:17.043408680,华北大区,医疗耗材,高分子医用导管,线下直销,51,8349.55,691.52
2025-11-21 04:45:10.622124424,华南大区,智能硬件,智能手环V2,线下直销,52,16007.64,2201.31
2025-11-21 07:10:04.200840168,华南大区,智能硬件,智能手环V2,线下直销,93,29438.69,3133.1
2025-11-21 09:34:57.779555912,华南大区,汽车零部件,轻量化轮毂,线上电商,14,16513.61,2118.53
2025-11-21 11:59:51.358271652,西部大区,医疗耗材,诊断试剂盒,线下直销,71,10645.14,1496.05
2025-11-21 14:24:44.936987396,华东大区,医疗耗材,高分子医用导管,线上电商,60,9363.27,790.82
2025-11-21 16:49:38.515703140,华东大区,医疗耗材,高分子医用导管,线上电商,20,3036.39,262.06
2025-11-21 19:14:32.094418884,华东大区,汽车零部件,精密齿轮,线下直销,98,114153.18,16689.67
2025-11-21 21:39:25.673134628,华东大区,汽车零部件,精密齿轮,线下直销,71,86944.4,8821.16
2025-11-22 00:04:19.251850368,华东大区,智能硬件,车载智能模块,线上电商,80,22262.77,3164.47
2025-11-22 02:29:12.830566112,华北大区,医疗耗材,诊断试剂盒,渠道分销,94,13682.92,1587.9
2025-11-22 04:54:06.409281856,华南大区,汽车零部件,液压底盘件,渠道分销,19,23505.72,2839.3
2025-11-22 07:18:59.987997600,西部大区,智能硬件,车载智能模块,渠道分销,64,18586.04,1565.45
2025-11-22 09:43:53.566713344,华南大区,汽车零部件,液压底盘件,渠道分销,64,82723.74,10036.91
2025-11-22 12:08:47.145429084,华东大区,智能硬件,车载智能模块,线上电商,69,19084.23,2088.06
2025-11-22 14:33:40.724144828,华南大区,智能硬件,车载智能模块,线上电商,19,6227.25,924.63
2025-11-22 16:58:34.302860572,华东大区,汽车零部件,轻量化轮毂,渠道分销,95,121550.63,11407.15
2025-11-22 19:23:27.881576316,华东大区,汽车零部件,轻量化轮毂,线下直销,84,106986.27,10371.42
2025-11-22 21:48:21.460292056,华南大区,智能硬件,激光传感器,线下直销,15,4435.02,413.91
2025-11-23 00:13:15.039007800,华东大区,医疗耗材,高分子医用导管,线下直销,25,3660.26,547.95
2025-11-23 02:38:08.617723544,华东大区,智能硬件,车载智能模块,渠道分销,13,3888.92,465.17
2025-11-23 05:03:02.196439288,华北大区,汽车零部件,精密齿轮,线下直销,84,97170.32,8519.25
2025-11-23 07:27:55.775155032,华南大区,汽车零部件,精密齿轮,线下直销,17,20430.69,2191.53
2025-11-23 09:52:49.353870772,华北大区,汽车零部件,液压底盘件,线下直销,36,42167.56,4576.12
